campaign,source_file,run_id,status,dataset_id,provider,model,trial,latency_ms,compile_pass,test_pass,coverage_pct,failure_type,failure_message,quality_score,assertion_count,test_count,trivial_flag,generation_time_ms,parse_ms,retrieval_ms,prompt_ms,llm_ms,postproc_ms,max_dependencies,timeout_seconds,model_short,dataset_family,full_success,compile_only,failed
benchmark_reftest_compatible_results,benchmark_reftest_compatible_results/results.json,run_8915f0d11c03,failed,commons-dbutils-queryloader,nvidia,meta/llama-3.3-70b-instruct,1,40657.0,False,False,,compile_failed,Compilation failed,1.0,13.0,6.0,False,69928.0,7.0,6607.0,4766.0,29274.0,0.0,3,180,llama-3.3-70b-instruct,commons,False,False,True
benchmark_reftest_compatible_results,benchmark_reftest_compatible_results/results.json,run_62d1357b0710,failed,datafaker-wordutils,nvidia,meta/llama-3.3-70b-instruct,1,12717.0,False,False,,compile_failed,Compilation failed,0.6,6.0,6.0,False,20712.0,0.0,4716.0,0.0,7998.0,0.0,3,180,llama-3.3-70b-instruct,datafaker,False,False,True
benchmark_reftest_compatible_results,benchmark_reftest_compatible_results/results.json,run_f5dd6f23ddb3,failed,ice4j-request,nvidia,meta/llama-3.3-70b-instruct,1,20060.0,False,False,,compile_failed,Compilation failed,0.0,2.0,4.0,True,40118.0,0.0,0.0,0.0,20059.0,0.0,3,180,llama-3.3-70b-instruct,ice4j,False,False,True
benchmark_reftest_compatible_results,benchmark_reftest_compatible_results/results.json,run_e096b0d62e3f,failed,jsoup-cleaner,nvidia,meta/llama-3.3-70b-instruct,1,20217.0,False,False,,compile_failed,Compilation failed,0.72,6.0,5.0,False,30556.0,1.0,5048.0,4820.0,10344.0,0.0,3,180,llama-3.3-70b-instruct,jsoup,False,False,True
run_62d1357b0710,benchmark_reftest_compatible_results/run_62d1357b0710/result.json,run_62d1357b0710,failed,datafaker-wordutils,nvidia,meta/llama-3.3-70b-instruct,1,12717.0,False,False,,compile_failed,Compilation failed,0.6,6.0,6.0,False,20712.0,0.0,4716.0,0.0,7998.0,0.0,3,180,llama-3.3-70b-instruct,datafaker,False,False,True
run_8915f0d11c03,benchmark_reftest_compatible_results/run_8915f0d11c03/result.json,run_8915f0d11c03,failed,commons-dbutils-queryloader,nvidia,meta/llama-3.3-70b-instruct,1,40657.0,False,False,,compile_failed,Compilation failed,1.0,13.0,6.0,False,69928.0,7.0,6607.0,4766.0,29274.0,0.0,3,180,llama-3.3-70b-instruct,commons,False,False,True
run_e096b0d62e3f,benchmark_reftest_compatible_results/run_e096b0d62e3f/result.json,run_e096b0d62e3f,failed,jsoup-cleaner,nvidia,meta/llama-3.3-70b-instruct,1,20217.0,False,False,,compile_failed,Compilation failed,0.72,6.0,5.0,False,30556.0,1.0,5048.0,4820.0,10344.0,0.0,3,180,llama-3.3-70b-instruct,jsoup,False,False,True
run_f5dd6f23ddb3,benchmark_reftest_compatible_results/run_f5dd6f23ddb3/result.json,run_f5dd6f23ddb3,failed,ice4j-request,nvidia,meta/llama-3.3-70b-instruct,1,20060.0,False,False,,compile_failed,Compilation failed,0.0,2.0,4.0,True,40118.0,0.0,0.0,0.0,20059.0,0.0,3,180,llama-3.3-70b-instruct,ice4j,False,False,True
benchmark_reftest_datafaker_results,benchmark_reftest_datafaker_results/results.json,run_d358d5d1b3bc,failed,datafaker-faker,nvidia,meta/llama-3.3-70b-instruct,1,60719.0,False,False,,compile_failed,Compilation failed,0.5692307692307692,37.0,39.0,False,121076.0,2.0,239.0,115.0,60360.0,0.0,3,180,llama-3.3-70b-instruct,datafaker,False,False,True
run_d358d5d1b3bc,benchmark_reftest_datafaker_results/run_d358d5d1b3bc/result.json,run_d358d5d1b3bc,failed,datafaker-faker,nvidia,meta/llama-3.3-70b-instruct,1,60719.0,False,False,,compile_failed,Compilation failed,0.5692307692307692,37.0,39.0,False,121076.0,2.0,239.0,115.0,60360.0,0.0,3,180,llama-3.3-70b-instruct,datafaker,False,False,True
benchmark_reftest_single_project_results,benchmark_reftest_single_project_results/results.json,run_8915f0d11c03,failed,commons-dbutils-queryloader,nvidia,meta/llama-3.3-70b-instruct,1,33125.0,False,False,,compile_failed,Compilation failed,1.0,15.0,8.0,False,66199.0,2.0,22.0,23.0,33076.0,0.0,3,180,llama-3.3-70b-instruct,commons,False,False,True
run_8915f0d11c03,benchmark_reftest_single_project_results/run_8915f0d11c03/result.json,run_8915f0d11c03,failed,commons-dbutils-queryloader,nvidia,meta/llama-3.3-70b-instruct,1,33125.0,False,False,,compile_failed,Compilation failed,1.0,15.0,8.0,False,66199.0,2.0,22.0,23.0,33076.0,0.0,3,180,llama-3.3-70b-instruct,commons,False,False,True
campaign_all-models,campaigns/all-models/results/nvidia/meta_llama-3.1-405b-instruct/run_6164c228679d/result.json,run_6164c228679d,failed,commons-cli-helpformatter-createpadding,nvidia,meta/llama-3.1-405b-instruct,3,36681.0,False,False,,compile_failed,Compilation failed,,,,,,,,,,,5,300,llama-3.1-405b-instruct,commons,False,False,True
campaign_all-models,campaigns/all-models/results/nvidia/meta_llama-3.1-405b-instruct/run_a8c2a833578f/result.json,run_a8c2a833578f,failed,commons-cli-helpformatter-createpadding,nvidia,meta/llama-3.1-405b-instruct,2,26438.0,False,False,,compile_failed,Compilation failed,,,,,,,,,,,5,300,llama-3.1-405b-instruct,commons,False,False,True
campaign_all-models,campaigns/all-models/results/nvidia/meta_llama-3.1-405b-instruct/run_f61e1675f9a0/result.json,run_f61e1675f9a0,failed,commons-cli-helpformatter-createpadding,nvidia,meta/llama-3.1-405b-instruct,1,26441.0,False,False,,compile_failed,Compilation failed,,,,,,,,,,,5,300,llama-3.1-405b-instruct,commons,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/results.json,run_358962c7e32a,ok,gsapp-application,nvidia,meta/llama-3.1-405b-instruct,1,6297.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,gsapp,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/results.json,run_d40a08d0c532,ok,gsapp-hellocontroller,nvidia,meta/llama-3.1-405b-instruct,1,3829.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,gsapp,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/results.json,run_8025187c0f94,ok,jwt-authservice,nvidia,meta/llama-3.1-405b-instruct,1,108853.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,jwt,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/results.json,run_7024d7a646f4,ok,jwt-bookservice,nvidia,meta/llama-3.1-405b-instruct,1,157469.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,jwt,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/results.json,run_268955c61ba7,ok,jwt-userservice,nvidia,meta/llama-3.1-405b-instruct,1,97444.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,jwt,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/results.json,run_a1700b490008,ok,petclinic-owner,nvidia,meta/llama-3.1-405b-instruct,1,164958.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/results.json,run_700b900f2ac7,ok,petclinic-pet,nvidia,meta/llama-3.1-405b-instruct,1,145643.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/results.json,run_ce50eabb184d,ok,petclinic-vet,nvidia,meta/llama-3.1-405b-instruct,1,32524.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/results.json,run_2119f0e70e9a,ok,petclinic-visit,nvidia,meta/llama-3.1-405b-instruct,1,31725.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_0bdb02863e56/result.json,run_0bdb02863e56,error,jwt-authservice,openrouter,anthropic/claude-3.5-sonnet,1,0.0,False,False,,error,"Error code: 402 - {'error': {'message': 'This request requires more credits, or fewer max_tokens. You requested up to 4096 tokens, but can only afford 490. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account', 'code': 402, 'metadata': {'provider_name': None}}, 'user_id': 'user_33CbN8yCwn3DwinVppWwwMyQzRA'}",,,,,,,,,,,10,300,anthropic/claude-3.5-sonnet,jwt,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_11afe0395b5c/result.json,run_11afe0395b5c,error,petclinic-visitservice,openrouter,anthropic/claude-3.5-sonnet,1,0.0,False,False,,error,Could not parse file: campaigns/spring-boot-v1/repos/spring-petclinic/src/main/java/org/springframework/samples/petclinic/service/VisitService.java,,,,,,,,,,,10,300,anthropic/claude-3.5-sonnet,petclinic,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_268955c61ba7/result.json,run_268955c61ba7,ok,jwt-userservice,nvidia,meta/llama-3.1-405b-instruct,1,97444.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,jwt,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_358962c7e32a/result.json,run_358962c7e32a,ok,gsapp-application,nvidia,meta/llama-3.1-405b-instruct,1,6297.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,gsapp,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_5daebd4b452f/result.json,run_5daebd4b452f,error,petclinic-petservice,nvidia,meta/llama-3.1-405b-instruct,1,0.0,False,False,,error,Could not parse file: campaigns/spring-boot-v1/repos/spring-petclinic/src/main/java/org/springframework/samples/petclinic/service/PetService.java,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_6f620c35d6a5/result.json,run_6f620c35d6a5,error,jwt-userservice,openrouter,anthropic/claude-3.5-sonnet,1,0.0,False,False,,error,"Error code: 402 - {'error': {'message': 'This request requires more credits, or fewer max_tokens. You requested up to 4096 tokens, but can only afford 490. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account', 'code': 402, 'metadata': {'provider_name': None}}, 'user_id': 'user_33CbN8yCwn3DwinVppWwwMyQzRA'}",,,,,,,,,,,10,300,anthropic/claude-3.5-sonnet,jwt,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_7024d7a646f4/result.json,run_7024d7a646f4,ok,jwt-bookservice,nvidia,meta/llama-3.1-405b-instruct,1,157469.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,jwt,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_76ada1c5dd95/result.json,run_76ada1c5dd95,error,jwt-bookservice,openrouter,anthropic/claude-3.5-sonnet,1,0.0,False,False,,error,"Error code: 402 - {'error': {'message': 'This request requires more credits, or fewer max_tokens. You requested up to 4096 tokens, but can only afford 490. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account', 'code': 402, 'metadata': {'provider_name': None}}, 'user_id': 'user_33CbN8yCwn3DwinVppWwwMyQzRA'}",,,,,,,,,,,10,300,anthropic/claude-3.5-sonnet,jwt,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_8025187c0f94/result.json,run_8025187c0f94,ok,jwt-authservice,nvidia,meta/llama-3.1-405b-instruct,1,108853.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,jwt,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_84a5a50c9689/result.json,run_84a5a50c9689,error,petclinic-vetservice,nvidia,meta/llama-3.1-405b-instruct,1,0.0,False,False,,error,Could not parse file: campaigns/spring-boot-v1/repos/spring-petclinic/src/main/java/org/springframework/samples/petclinic/service/VetService.java,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_9f625b96a5f9/result.json,run_9f625b96a5f9,error,gsapp-application,openrouter,anthropic/claude-3.5-sonnet,1,0.0,False,False,,error,"Error code: 402 - {'error': {'message': 'This request requires more credits, or fewer max_tokens. You requested up to 4096 tokens, but can only afford 490. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account', 'code': 402, 'metadata': {'provider_name': None}}, 'user_id': 'user_33CbN8yCwn3DwinVppWwwMyQzRA'}",,,,,,,,,,,10,300,anthropic/claude-3.5-sonnet,gsapp,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_b073a1c80196/result.json,run_b073a1c80196,error,petclinic-visitservice,nvidia,meta/llama-3.1-405b-instruct,1,0.0,False,False,,error,Could not parse file: campaigns/spring-boot-v1/repos/spring-petclinic/src/main/java/org/springframework/samples/petclinic/service/VisitService.java,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_b746356bf1cb/result.json,run_b746356bf1cb,error,petclinic-vetservice,openrouter,anthropic/claude-3.5-sonnet,1,0.0,False,False,,error,Could not parse file: campaigns/spring-boot-v1/repos/spring-petclinic/src/main/java/org/springframework/samples/petclinic/service/VetService.java,,,,,,,,,,,10,300,anthropic/claude-3.5-sonnet,petclinic,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_b95df81d006b/result.json,run_b95df81d006b,error,gsapp-hellocontroller,openrouter,anthropic/claude-3.5-sonnet,1,0.0,False,False,,error,"Error code: 402 - {'error': {'message': 'This request requires more credits, or fewer max_tokens. You requested up to 4096 tokens, but can only afford 490. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account', 'code': 402, 'metadata': {'provider_name': None}}, 'user_id': 'user_33CbN8yCwn3DwinVppWwwMyQzRA'}",,,,,,,,,,,10,300,anthropic/claude-3.5-sonnet,gsapp,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_d346232221f0/result.json,run_d346232221f0,error,petclinic-ownerservice,nvidia,meta/llama-3.1-405b-instruct,1,0.0,False,False,,error,Could not parse file: campaigns/spring-boot-v1/repos/spring-petclinic/src/main/java/org/springframework/samples/petclinic/service/OwnerService.java,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_d40a08d0c532/result.json,run_d40a08d0c532,ok,gsapp-hellocontroller,nvidia,meta/llama-3.1-405b-instruct,1,3829.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,gsapp,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_e4c33341164d/result.json,run_e4c33341164d,error,petclinic-petservice,openrouter,anthropic/claude-3.5-sonnet,1,0.0,False,False,,error,Could not parse file: campaigns/spring-boot-v1/repos/spring-petclinic/src/main/java/org/springframework/samples/petclinic/service/PetService.java,,,,,,,,,,,10,300,anthropic/claude-3.5-sonnet,petclinic,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results/run_ffd4fc889e8a/result.json,run_ffd4fc889e8a,error,petclinic-ownerservice,openrouter,anthropic/claude-3.5-sonnet,1,0.0,False,False,,error,Could not parse file: campaigns/spring-boot-v1/repos/spring-petclinic/src/main/java/org/springframework/samples/petclinic/service/OwnerService.java,,,,,,,,,,,10,300,anthropic/claude-3.5-sonnet,petclinic,False,False,True
campaign_spring-boot-v1,campaigns/spring-boot-v1/results-batch4b/results.json,run_a1700b490008,ok,petclinic-owner,nvidia,meta/llama-3.1-405b-instruct,1,164958.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results-batch4b/results.json,run_700b900f2ac7,ok,petclinic-pet,nvidia,meta/llama-3.1-405b-instruct,1,145643.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results-batch4b/results.json,run_ce50eabb184d,ok,petclinic-vet,nvidia,meta/llama-3.1-405b-instruct,1,32524.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results-batch4b/results.json,run_2119f0e70e9a,ok,petclinic-visit,nvidia,meta/llama-3.1-405b-instruct,1,31725.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results-batch4b/run_2119f0e70e9a/result.json,run_2119f0e70e9a,ok,petclinic-visit,nvidia,meta/llama-3.1-405b-instruct,1,31725.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results-batch4b/run_700b900f2ac7/result.json,run_700b900f2ac7,ok,petclinic-pet,nvidia,meta/llama-3.1-405b-instruct,1,145643.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results-batch4b/run_a1700b490008/result.json,run_a1700b490008,ok,petclinic-owner,nvidia,meta/llama-3.1-405b-instruct,1,164958.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_spring-boot-v1,campaigns/spring-boot-v1/results-batch4b/run_ce50eabb184d/result.json,run_ce50eabb184d,ok,petclinic-vet,nvidia,meta/llama-3.1-405b-instruct,1,32524.0,True,True,,,,,,,,,,,,,,10,300,llama-3.1-405b-instruct,petclinic,True,False,False
campaign_test-batch,campaigns/test-batch/results/nvidia/google/gemma-4-31b-it/run_429aea23518a/result.json,run_429aea23518a,error,commons-cli-helpformatter-printhelp,nvidia,google/gemma-4-31b-it,2,0.0,False,False,,error,Error code: 504,,,,,,,,,,,5,300,gemma-4-31b-it,commons,False,False,True
campaign_test-batch,campaigns/test-batch/results/nvidia/google/gemma-4-31b-it/run_7d23a612d523/result.json,run_7d23a612d523,error,commons-cli-options-create,nvidia,google/gemma-4-31b-it,1,0.0,False,False,,error,Error code: 504,,,,,,,,,,,5,300,gemma-4-31b-it,commons,False,False,True
campaign_test-batch,campaigns/test-batch/results/nvidia/google/gemma-4-31b-it/run_86ba2ece52c6/result.json,run_86ba2ece52c6,failed,commons-cli-helpformatter-createpadding,nvidia,google/gemma-4-31b-it,1,835863.0,False,False,,compile_failed,Compilation failed,,,,,,,,,,,5,300,gemma-4-31b-it,commons,False,False,True
campaign_test-batch,campaigns/test-batch/results/nvidia/google/gemma-4-31b-it/run_9edf260b7a5d/result.json,run_9edf260b7a5d,error,commons-cli-helpformatter-printhelp,nvidia,google/gemma-4-31b-it,1,0.0,False,False,,error,Error code: 504,,,,,,,,,,,5,300,gemma-4-31b-it,commons,False,False,True
campaign_test-batch,campaigns/test-batch/results/nvidia/google/gemma-4-31b-it/run_b83ba15f4def/result.json,run_b83ba15f4def,failed,commons-cli-helpformatter-createpadding,nvidia,google/gemma-4-31b-it,2,233555.0,False,False,,compile_failed,Compilation failed,,,,,,,,,,,5,300,gemma-4-31b-it,commons,False,False,True
campaign_test-batch,campaigns/test-batch/results/nvidia/google/gemma-4-31b-it/run_dc08b6378739/result.json,run_dc08b6378739,error,commons-cli-helpformatter-createpadding,nvidia,google/gemma-4-31b-it,3,0.0,False,False,,error,Error code: 504,,,,,,,,,,,5,300,gemma-4-31b-it,commons,False,False,True
campaign_test-batch,campaigns/test-batch/results/nvidia/google/gemma-4-31b-it/run_fd1b1688d92c/result.json,run_fd1b1688d92c,error,commons-cli-helpformatter-printhelp,nvidia,google/gemma-4-31b-it,3,0.0,False,False,,error,Error code: 504,,,,,,,,,,,5,300,gemma-4-31b-it,commons,False,False,True
campaign_test-batch,campaigns/test-batch/results/results.json,run_caa7b5145c4c,failed,commons-cli-helpformatter-createpadding,nvidia,meta/llama-3.1-70b-instruct,1,44480.0,False,False,,compile_failed,Compilation failed,,,,,,,,,,,5,300,llama-3.1-70b-instruct,commons,False,False,True
